chr,start,end,gc,mcf7rt,bin_size
1,25500000,26000000,0.465822,71.32304735728455,500000
1,26000000,26500000,0.487938,75.55708726722717,500000
1,26500000,27000000,0.48615,75.9279068746643,500000
1,27000000,27500000,0.492838,78.30263229907227,500000
1,27500000,28000000,0.498336,78.79381544398498,500000
1,28000000,28500000,0.444134,75.24750385305786,500000
1,28500000,29000000,0.460588,76.69124577384949,500000
1,29000000,29500000,0.449012,74.35875415882873,500000
1,30500000,31000000,0.481586,53.52365462225342,500000
1,31000000,31500000,0.479272,69.11849716544342,500000
1,31500000,32000000,0.46007,73.67531622679138,500000
1,32000000,32500000,0.488654,75.037957139328,500000
1,32500000,33000000,0.475456,76.92373331782532,500000
1,33000000,33500000,0.469764,77.31356203956604,500000
1,33500000,34000000,0.465568,70.21126752960969,500000
1,34000000,34500000,0.452504,43.12226376515961,500000
1,34500000,35000000,0.439524,31.723457960754395,500000
1,35000000,35500000,0.452928,58.57582288917541,500000
1,35500000,36000000,0.413266,70.07666169033814,500000
1,36000000,36500000,0.434634,72.98065790196227,500000
1,36500000,37000000,0.486274,77.10248415527344,500000
1,37000000,37500000,0.48945,61.65069259433746,500000
1,37500000,38000000,0.47098,63.15024208238983,500000
1,38000000,38500000,0.475414,73.80875536793518,500000
1,38500000,39000000,0.457528,58.513840386909486,500000
1,39000000,39500000,0.448628,65.05756969377899,500000
1,39500000,40000000,0.439456,72.50990309550475,500000
1,40000000,40500000,0.474774,73.17177492790222,500000
1,40500000,41000000,0.424226,71.72718664143372,500000
1,41000000,41500000,0.469252,73.01263648747253,500000
1,41500000,42000000,0.459646,74.5389862612915,500000
1,42000000,42500000,0.458744,71.13848537321472,500000
1,42500000,43000000,0.410182,70.15291089685059,500000
1,43000000,43500000,0.44408,70.21059494021607,500000
1,43500000,44000000,0.465558,73.77552006672668,500000
1,44000000,44500000,0.489678,74.69309969091798,500000
1,44500000,45000000,0.448976,66.83990164001465,500000
1,45000000,45500000,0.4763,75.41292966703796,500000
1,45500000,46000000,0.426884,74.3955899832306,500000
1,46000000,46500000,0.42514,75.34183226159668,500000
1,46500000,47000000,0.477596,77.12718769197083,500000
1,47000000,47500000,0.43261,67.18335827774048,500000
1,47500000,48000000,0.44435,63.07652269806671,500000
1,48000000,48500000,0.478358,47.47675585022736,500000
1,48500000,49000000,0.40629,27.174731426757813,500000
1,49000000,49500000,0.421568,20.89864534063149,500000
1,49500000,50000000,0.378352,14.243600408500672,500000
1,50000000,50500000,0.371538,16.939915097974776,500000
1,50500000,51000000,0.41832,37.93228217082214,500000
1,51000000,51500000,0.382954,59.30446645356751,500000
1,51500000,52000000,0.412344,73.65833959706116,500000
1,52000000,52500000,0.413904,71.85600031800843,500000
1,52500000,53000000,0.41308,67.71722647724914,500000
1,53000000,53500000,0.431396,69.83967355931091,500000
1,53500000,54000000,0.492006,68.09078316256713,500000
1,54000000,54500000,0.459266,69.21629531109619,500000
1,54500000,55000000,0.48785,68.18366430729675,500000
1,55000000,55500000,0.48352,66.25497315779114,500000
1,55500000,56000000,0.41857,56.59333187670899,500000
1,56000000,56500000,0.399154,29.98594626185989,500000
1,56500000,57000000,0.40812,31.56813240130234,500000
1,57000000,57500000,0.402878,26.2128212611084,500000
1,57500000,58000000,0.405918,15.45718719607544,500000
1,58000000,58500000,0.4045,17.980894346298218,500000
1,58500000,59000000,0.413974,37.2696097247467,500000
1,59000000,59500000,0.42235,51.67944078370667,500000
1,59500000,60000000,0.407464,37.00111558948517,500000
1,60000000,60500000,0.39498,39.45971971582031,500000
1,60500000,61000000,0.374828,24.62814388523102,500000
1,61000000,61500000,0.399528,28.49694771353149,500000
1,61500000,62000000,0.395642,46.745046571083066,500000
1,62000000,62500000,0.402272,60.09186845461273,500000
1,62500000,63000000,0.430324,52.1927749194336,500000
1,63000000,63500000,0.385316,49.608214316322325,500000
1,63500000,64000000,0.392878,39.86117757167816,500000
1,64000000,64500000,0.41287,34.26553926136017,500000
1,64500000,65000000,0.408234,50.292133661010745,500000
1,65000000,65500000,0.4055,64.61868387961579,500000
1,65500000,66000000,0.409854,62.43372926620484,500000
1,66000000,66500000,0.371378,34.41662069498062,500000
1,66500000,67000000,0.383796,19.20969261732483,500000
1,67000000,67500000,0.372432,30.05646979161453,500000
1,67500000,68000000,0.406772,51.48266398122406,500000
1,68000000,68500000,0.412032,41.52368966662598,500000
1,68500000,69000000,0.396932,30.50054357252121,500000
1,69000000,69500000,0.373346,16.56872353439331,500000
1,69500000,70000000,0.369202,13.441725623313904,500000
1,70000000,70500000,0.353898,15.943630413536072,500000
1,70500000,71000000,0.376878,35.97332164988327,500000
1,71000000,71500000,0.377052,25.32776320336151,500000
1,71500000,72000000,0.368094,15.24871044452858,500000
1,72000000,72500000,0.353606,12.344582290332792,500000
1,72500000,73000000,0.344518,14.000014017780304,500000
1,73000000,73500000,0.350442,13.320826655237198,500000
1,73500000,74000000,0.34904,13.09247146716118,500000
1,74000000,74500000,0.357042,12.22977344487381,500000
1,74500000,75000000,0.356602,13.092760127132417,500000
1,75000000,75500000,0.37175,12.267984456848144,500000
1,75500000,76000000,0.374124,15.46255724958992,500000
1,76000000,76500000,0.38054,22.70344846813202,500000
1,76500000,77000000,0.389622,15.387394537416458,500000
1,77000000,77500000,0.386936,18.526601486696244,500000
1,77500000,78000000,0.382958,35.373162763259884,500000
1,78000000,78500000,0.388162,55.91180456861878,500000
1,78500000,79000000,0.384692,32.9688146457901,500000
1,79000000,79500000,0.360242,23.77417421196365,500000
1,79500000,80000000,0.35694,32.34988915463639,500000
1,80000000,80500000,0.355616,32.2240932979126,500000
1,80500000,81000000,0.35124,40.14092505132294,500000
1,81000000,81500000,0.351244,39.34696036669922,500000
1,81500000,82000000,0.368814,39.79405184142304,500000
1,82000000,82500000,0.364986,36.55138727892304,500000
1,82500000,83000000,0.371042,36.84697017095947,500000
1,83000000,83500000,0.36098,37.75372547022247,500000
1,83500000,84000000,0.367092,36.68117743842316,500000
1,84000000,84500000,0.3813,40.7114510280304,500000
1,84500000,85000000,0.374534,53.39800491273498,500000
1,85000000,85500000,0.403988,62.67299606417847,500000
1,85500000,86000000,0.395114,71.33422477154541,500000
1,86000000,86500000,0.377086,48.13784920735932,500000
1,86500000,87000000,0.378056,37.35272233233643,500000
1,87000000,87500000,0.38553,59.01330553751373,500000
1,87500000,88000000,0.403884,40.20188017934037,500000
1,88000000,88500000,0.380748,25.445102601848603,500000
1,88500000,89000000,0.373594,31.43507427964783,500000
1,89000000,89500000,0.382978,48.74623064768982,500000
1,89500000,90000000,0.390624,42.77900266829681,500000
1,90000000,90500000,0.400918,58.06742193457794,500000
1,90500000,91000000,0.38393,39.95207024689865,500000
1,91000000,91500000,0.389918,32.6477737120018,500000
1,91500000,92000000,0.395062,37.49520525115967,500000
1,92000000,92500000,0.421956,48.983666785583495,500000
1,92500000,93000000,0.394202,55.39199740458679,500000
1,93000000,93500000,0.393194,63.930179272789005,500000
1,93500000,94000000,0.384482,69.91211419708252,500000
1,94000000,94500000,0.432006,71.71473954641723,500000
1,94500000,95000000,0.40418,66.95255930319976,500000
1,95000000,95500000,0.425272,60.68036657478333,500000
1,95500000,96000000,0.392104,44.57487655960083,500000
1,96000000,96500000,0.369776,45.93630182772064,500000
1,96500000,97000000,0.374178,54.85890987854004,500000
1,97000000,97500000,0.37358,48.99868527967072,500000
1,97500000,98000000,0.359166,35.13529416915893,500000
1,98000000,98500000,0.343234,34.30505137548065,500000
1,98500000,99000000,0.362604,30.063460383106232,500000
1,99000000,99500000,0.36724,35.98347985585404,500000
1,99500000,100000000,0.370984,37.55002685090637,500000
1,100000000,100500000,0.38249,64.05199055043792,500000
1,100500000,101000000,0.386064,61.52332404246521,500000
1,101000000,101500000,0.377294,37.71358572091675,500000
1,101500000,102000000,0.388618,26.936633046966552,500000
1,102000000,102500000,0.35492,15.464614345409393,500000
1,102500000,103000000,0.346786,17.967992016448974,500000
1,103000000,103500000,0.346954,29.5932325693512,500000
1,104000000,104500000,0.351268,13.894402224197387,500000
1,104500000,105000000,0.351878,12.585567808008197,500000
1,105000000,105500000,0.351526,12.211333758657457,500000
1,105500000,106000000,0.339752,13.055570850811003,500000
1,106000000,106500000,0.345954,13.588419243534087,500000
1,106500000,107000000,0.348976,21.379831273921965,500000
1,107000000,107500000,0.358956,31.33473812550354,500000
1,107500000,108000000,0.371584,37.61530750492096,500000
1,108000000,108500000,0.382384,59.55093180715179,500000
1,108500000,109000000,0.39712,67.38223490330505,500000
1,109000000,109500000,0.403494,73.23069578112793,500000
1,109500000,110000000,0.450004,76.45168198612976,500000
1,110000000,110500000,0.47234,71.41241406280517,500000
1,110500000,111000000,0.468466,66.83764198527527,500000
1,111000000,111500000,0.424064,47.934391810302735,500000
1,111500000,112000000,0.400724,59.01200295896911,500000
1,112000000,112500000,0.434622,69.3451255458374,500000
1,112500000,113000000,0.43206,58.16781380232239,500000
1,113000000,113500000,0.440922,66.80649821047211,500000
1,113500000,114000000,0.413716,60.88822365435791,500000
1,114000000,114500000,0.385592,45.87226892782593,500000
1,114500000,115000000,0.43079,46.68750119412994,500000
1,115000000,115500000,0.387776,44.86616979150391,500000
1,115500000,116000000,0.411882,35.429898765731814,500000
1,116000000,116500000,0.419804,51.43183538886261,500000
1,116500000,117000000,0.415406,52.95032936365509,500000
1,117000000,117500000,0.442454,66.95953756170654,500000
1,117500000,118000000,0.409938,64.12580339044952,500000
1,118000000,118500000,0.40558,59.45516833792114,500000
1,118500000,119000000,0.377858,37.167972165088656,500000
1,119000000,119500000,0.37629,29.508734607009888,500000
1,119500000,120000000,0.412132,35.12399601424789,500000
1,120000000,120500000,0.425504,56.9336936750946,500000
1,145000000,145500000,0.418952,66.61779091867828,500000
1,146500000,147000000,0.401914,49.91971586928558,500000
1,147000000,147500000,0.421952,51.68641198633576,500000
1,147500000,148000000,0.423064,55.28001401540375,500000
1,150000000,150500000,0.434554,74.1552408759613,500000
1,150500000,151000000,0.441578,74.94750176828003,500000
1,151000000,151500000,0.465384,76.76829272732544,500000
1,151500000,152000000,0.447812,72.71753297454833,500000
1,152000000,152500000,0.414474,52.211133910560605,500000
1,152500000,153000000,0.413722,38.11756842700196,500000
1,153000000,153500000,0.428866,63.71428859320832,500000
1,153500000,154000000,0.481642,77.3821499190216,500000
1,154000000,154500000,0.456036,74.82569655987548,500000
1,154500000,155000000,0.48423,71.86815987789917,500000
1,155000000,155500000,0.482052,78.4441935328064,500000
1,155500000,156000000,0.457034,77.5018053440857,500000
1,156000000,156500000,0.504444,78.68168593658447,500000
1,156500000,157000000,0.504088,76.94444097190856,500000
1,157000000,157500000,0.43853,55.35815174723053,500000
1,157500000,158000000,0.407634,25.8739207803154,500000
1,158000000,158500000,0.405832,27.432831369379045,500000
1,158500000,159000000,0.372336,14.877688693010333,500000
1,159000000,159500000,0.390176,24.5505933330307,500000
1,159500000,160000000,0.431204,53.105506866661074,500000
1,160000000,160500000,0.451512,62.4042370372467,500000
1,160500000,161000000,0.431036,63.12562399511719,500000
1,161000000,161500000,0.476226,73.00903680186462,500000
1,161500000,162000000,0.415426,68.49159037724304,500000
1,162000000,162500000,0.42126,69.33136910567474,500000
1,162500000,163000000,0.400574,48.28268600350189,500000
1,163000000,163500000,0.378556,26.06654445155716,500000
1,163500000,164000000,0.37363,22.11215752568054,500000
1,164000000,164500000,0.376076,37.18943056659317,500000
1,164500000,165000000,0.412594,40.06691437544251,500000
1,165000000,165500000,0.424948,32.705665609062194,500000
1,165500000,166000000,0.418916,47.96684542337036,500000
1,166000000,166500000,0.410618,24.936015683437347,500000
1,166500000,167000000,0.39333,27.0614646522789,500000
1,167000000,167500000,0.417984,49.39220258543396,500000
1,167500000,168000000,0.41819,59.9060808380127,500000
1,168000000,168500000,0.415916,50.4686690244751,500000
1,168500000,169000000,0.3947,49.273487327682496,500000
1,169000000,169500000,0.378728,58.98876692594147,500000
1,169500000,170000000,0.381996,59.55458542945862,500000
1,170000000,170500000,0.376112,31.4798504471016,500000
1,170500000,171000000,0.380918,21.29929498128128,500000
1,171000000,171500000,0.397368,38.7567318690567,500000
1,171500000,172000000,0.397606,42.85099357720184,500000
1,172000000,172500000,0.378288,54.58568206708527,500000
1,172500000,173000000,0.384702,48.71171015738678,500000
1,173000000,173500000,0.394716,35.734209156715394,500000
1,173500000,174000000,0.396628,57.11907001352692,500000
1,174000000,174500000,0.378432,51.11305059422303,500000
1,174500000,175000000,0.387698,31.782961398414614,500000
1,175000000,175500000,0.432464,29.925657179245,500000
1,175500000,176000000,0.425204,23.996064477954864,500000
1,176000000,176500000,0.380232,26.059266132793425,500000
1,176500000,177000000,0.404588,35.61752044849396,500000
1,177000000,177500000,0.405776,52.12501487978363,500000
1,177500000,178000000,0.408228,52.2375454192276,500000
1,178000000,178500000,0.389026,57.19732926151276,500000
1,178500000,179000000,0.408252,66.91444810414123,500000
1,179000000,179500000,0.411432,60.97318285896301,500000
1,179500000,180000000,0.404618,64.70559410917663,500000
1,180000000,180500000,0.41405,71.42495748699952,500000
1,180500000,181000000,0.408968,63.319181710571286,500000
1,181000000,181500000,0.449616,60.19006051956177,500000
1,181500000,182000000,0.417148,38.54365572267151,500000
1,182000000,182500000,0.425336,51.85894372441101,500000
1,182500000,183000000,0.413266,58.772350532821655,500000
1,183000000,183500000,0.416954,55.16552839807129,500000
1,183500000,184000000,0.405826,46.06821744145966,500000
1,184000000,184500000,0.399952,50.10989294454956,500000
1,184500000,185000000,0.39792,55.75457127140045,500000
1,185000000,185500000,0.384252,51.73455745906067,500000
1,185500000,186000000,0.369932,61.60581725772095,500000
1,186000000,186500000,0.365186,63.568843906791685,500000
1,186500000,187000000,0.368944,41.61231448677826,500000
1,187000000,187500000,0.356672,39.09078348814392,500000
1,187500000,188000000,0.357594,33.307328823196414,500000
1,188000000,188500000,0.34236,45.682192497627256,500000
1,188500000,189000000,0.342782,55.78135161416626,500000
1,189000000,189500000,0.340136,38.89436097704315,500000
1,189500000,190000000,0.33952,39.34187609185028,500000
1,190000000,190500000,0.3331,36.09412986854553,500000
1,190500000,191000000,0.339782,43.50092584101868,500000
1,191000000,191500000,0.341534,50.90167455036927,500000
1,191500000,192000000,0.344616,41.21084178171158,500000
1,192000000,192500000,0.350418,31.7930203684578,500000
1,192500000,193000000,0.37455,35.307978990112304,500000
1,193000000,193500000,0.370056,38.61889736563111,500000
1,193500000,194000000,0.359758,19.77378039587784,500000
1,194000000,194500000,0.348604,17.19256540169525,500000
1,194500000,195000000,0.339918,16.50198526172638,500000
1,195000000,195500000,0.339226,15.707567881534576,500000
1,195500000,196000000,0.344912,14.259047073505402,500000
1,196000000,196500000,0.344906,14.51825381509018,500000
1,196500000,197000000,0.353614,19.566955105739595,500000
1,197000000,197500000,0.358692,28.056201895996093,500000
1,197500000,198000000,0.367088,35.89919733591843,500000
1,198000000,198500000,0.364436,29.419141059085845,500000
1,198500000,199000000,0.353558,26.52606307572556,500000
1,199000000,199500000,0.35888,22.923727582115173,500000
1,199500000,200000000,0.386006,35.174818873710635,500000
1,200000000,200500000,0.4132,53.79044646656036,500000
1,200500000,201000000,0.430508,64.40229639868927,500000
1,201000000,201500000,0.502974,72.60850021000671,500000
1,201500000,202000000,0.472562,75.93942595332337,500000
1,202000000,202500000,0.460708,71.689323573349,500000
1,202500000,203000000,0.450214,71.53647980155945,500000
1,203000000,203500000,0.481292,66.93067046070861,500000
1,203500000,204000000,0.44686,66.28413230859375,500000
1,204000000,204500000,0.485046,74.11803072387696,500000
1,204500000,205000000,0.470264,66.85579456652832,500000
1,205000000,205500000,0.48067,67.49146363816834,500000
1,206500000,207000000,0.457674,59.98403120752716,500000
1,207000000,207500000,0.416326,48.30442268951416,500000
1,207500000,208000000,0.395848,44.18509965843201,500000
1,208000000,208500000,0.457062,50.41865976774597,500000
1,208500000,209000000,0.406576,23.683657713562013,500000
1,209000000,209500000,0.402528,18.56045415587997,500000
1,209500000,210000000,0.438572,35.424088501682284,500000
1,210000000,210500000,0.396582,35.95163001238251,500000
1,210500000,211000000,0.426134,39.46251481012726,500000
1,211000000,211500000,0.399946,53.2501014092865,500000
1,211500000,212000000,0.436648,68.03409690872955,500000
1,212000000,212500000,0.41619,68.27440724240113,500000
1,212500000,213000000,0.437594,66.55010456251526,500000
1,213000000,213500000,0.405602,56.57601870845032,500000
1,213500000,214000000,0.420126,32.05153069680786,500000
1,214000000,214500000,0.40899,48.18539312718201,500000
1,214500000,215000000,0.404142,57.697035317001344,500000
1,215000000,215500000,0.372252,40.54838479556275,500000
1,215500000,216000000,0.37228,46.6227339276352,500000
1,216000000,216500000,0.359212,23.99831725329589,500000
1,216500000,217000000,0.366888,21.27994121137619,500000
1,217000000,217500000,0.387148,34.95147838666916,500000
1,217500000,218000000,0.367962,46.461826584747314,500000
1,218000000,218500000,0.377326,39.10439259059143,500000
1,218500000,219000000,0.39374,42.42061528049088,500000
1,219000000,219500000,0.365914,27.089599239517213,500000
1,219500000,220000000,0.389186,34.05088959503555,500000
1,220000000,220500000,0.392362,40.95693892150116,500000
1,220500000,221000000,0.408508,38.17829056734467,500000
1,221000000,221500000,0.39187,23.49860877392197,500000
1,221500000,222000000,0.387606,30.21940048622513,500000
1,222000000,222500000,0.403644,32.00538895219422,500000
1,222500000,223000000,0.409906,51.914097888130186,500000
1,223000000,223500000,0.423584,62.43258967105866,500000
1,224000000,224500000,0.423096,69.99561608781433,500000
1,224500000,225000000,0.431762,65.46166031280518,500000
1,225000000,225500000,0.38152,53.383004492385865,500000
1,225500000,226000000,0.420814,70.68097721139526,500000
1,226000000,226500000,0.462594,75.81604072102355,500000
1,226500000,227000000,0.472064,66.56730598622131,500000
1,227000000,227500000,0.40611,64.17029460842896,500000
1,227500000,228000000,0.440086,63.86322787002563,500000
1,228000000,228500000,0.511946,70.1688660390625,500000
1,228500000,229000000,0.489584,67.11398928626251,500000
1,229000000,229500000,0.446608,62.52176978475189,500000
1,229500000,230000000,0.434006,64.39951234588624,500000
1,230000000,230500000,0.450814,54.0756779017868,500000
1,230500000,231000000,0.440352,64.18970846793366,500000
1,231000000,231500000,0.437732,60.16877532453918,500000
1,231500000,232000000,0.410012,54.948297353157045,500000
1,232000000,232500000,0.419306,51.06901751676941,500000
1,232500000,233000000,0.413388,53.76883652347565,500000
1,233000000,233500000,0.412664,46.76445027832794,500000
1,233500000,234000000,0.400568,41.1989702004776,500000
1,234000000,234500000,0.418618,44.46484980123901,500000
1,234500000,235000000,0.43959,66.54883747418212,500000
1,235500000,236000000,0.420442,64.14858902694702,500000
1,236000000,236500000,0.43412,52.71221085816956,500000
1,236500000,237000000,0.42577,47.95662287329102,500000
1,237000000,237500000,0.412982,23.460256813961028,500000
1,237500000,238000000,0.373534,14.14841849426651,500000
1,238000000,238500000,0.390982,12.746705899892808,500000
1,238500000,239000000,0.361274,11.8854941811409,500000
1,239000000,239500000,0.365176,12.78753760034752,500000
1,239500000,240000000,0.383118,13.4879283379097,500000
1,240000000,240500000,0.402064,19.514943831752777,500000
1,240500000,241000000,0.401424,26.73275634557724,500000
1,241000000,241500000,0.391244,35.655627576618194,500000
1,241500000,242000000,0.390038,51.49796258924103,500000
1,242000000,242500000,0.41999,42.87783767252731,500000
1,242500000,243000000,0.398634,21.782701585243224,500000
1,243000000,243500000,0.405404,20.08968850718308,500000
1,243500000,244000000,0.379208,21.529077794502257,500000
1,244000000,244500000,0.42808,34.65141541993713,500000
1,244500000,245000000,0.419368,52.10365810765076,500000
1,245000000,245500000,0.435686,51.16907414199066,500000
1,245500000,246000000,0.441482,38.34456117741394,500000
1,246000000,246500000,0.404142,47.14641455547333,500000
1,246500000,247000000,0.428546,70.97802954940796,500000
1,247000000,247500000,0.425162,58.72296249913788,500000
1,247500000,248000000,0.400436,30.497224176231384,500000
1,248000000,248500000,0.379882,18.23539921189117,500000
10,500000,1000000,0.474666,70.54232426115418,500000
10,1000000,1500000,0.473336,65.07658658857727,500000
10,1500000,2000000,0.446442,33.27802046364594,500000
10,2000000,2500000,0.39692,22.805171631191254,500000
10,2500000,3000000,0.409368,27.04557662140274,500000
10,3000000,3500000,0.459866,44.0574349211731,500000
10,3500000,4000000,0.427646,45.00338970875549,500000
10,4000000,4500000,0.394642,35.081417047966006,500000
10,4500000,5000000,0.385004,48.80084656387329,500000
10,5000000,5500000,0.401136,68.2866111247406,500000
10,5500000,6000000,0.465934,75.32501210993958,500000
10,6000000,6500000,0.456818,62.33169014056397,500000
10,6500000,7000000,0.415546,35.364426382736205,500000
10,7000000,7500000,0.427268,40.06017582985688,500000
10,7500000,8000000,0.4229,59.38951972914887,500000
10,8000000,8500000,0.425566,68.39871508337403,500000
10,8500000,9000000,0.375282,71.06479558042908,500000
10,9000000,9500000,0.363898,75.64396505865479,500000
10,9500000,10000000,0.360648,51.30494807688141,500000
10,10000000,10500000,0.375394,23.83652457528305,500000
10,10500000,11000000,0.4031,16.917789101589204,500000
10,11000000,11500000,0.437962,34.1847817095108,500000
10,11500000,12000000,0.438182,64.85106139482879,500000
10,12000000,12500000,0.445198,67.40262448137665,500000
10,12500000,13000000,0.45326,56.50839007161713,500000
10,13000000,13500000,0.445114,63.7881104118576,500000
10,13500000,14000000,0.439738,54.6151230827713,500000
10,14000000,14500000,0.427792,37.14109892807007,500000
10,14500000,15000000,0.426308,49.4725565452118,500000
10,15000000,15500000,0.442336,48.47194885058594,500000
10,15500000,16000000,0.392506,33.12307690187836,500000
10,16000000,16500000,0.39293,22.127907625953675,500000
10,16500000,17000000,0.407284,24.624176592193603,500000
10,17000000,17500000,0.398758,38.66558275149536,500000
10,18500000,19000000,0.40424,43.251908235092166,500000
10,19000000,19500000,0.372278,54.023372091461184,500000
10,19500000,20000000,0.358212,52.82508545563507,500000
10,20000000,20500000,0.372998,43.11130511003876,500000
10,20500000,21000000,0.38412,54.83511788118744,500000
10,21000000,21500000,0.392784,62.4291930925827,500000
10,21500000,22000000,0.426434,69.5879460681839,500000
10,22000000,22500000,0.387932,61.603880501312254,500000
10,22500000,23000000,0.407258,60.45166218224335,500000
10,23000000,23500000,0.406744,58.39326955779266,500000
10,23500000,24000000,0.40479,38.01941128619004,500000
10,24000000,24500000,0.39281,30.596389547740937,500000
10,24500000,25000000,0.415124,44.94238474210358,500000
10,25000000,25500000,0.410722,42.13290174925232,500000
10,25500000,26000000,0.375132,29.234352625961304,500000
10,26000000,26500000,0.385042,20.78595213861465,500000
10,26500000,27000000,0.414208,34.11039549322128,500000
10,27000000,27500000,0.399864,61.014673522140505,500000
10,27500000,28000000,0.396294,52.58510749468994,500000
10,28000000,28500000,0.38373,56.96070631420898,500000
10,28500000,29000000,0.414874,69.19905408586884,500000
10,29000000,29500000,0.422728,68.9532013937378,500000
10,29500000,30000000,0.429828,63.06000487354279,500000
10,30000000,30500000,0.439766,59.668815661621096,500000
10,30500000,31000000,0.429642,61.92157958037567,500000
10,31000000,31500000,0.421582,47.63261545169068,500000
10,31500000,32000000,0.386954,49.27320252631378,500000
10,32000000,32500000,0.41355,70.70619858626556,500000
10,32500000,33000000,0.387462,62.71609881601715,500000
10,33000000,33500000,0.398852,56.139907639923095,500000
10,33500000,34000000,0.408716,57.80338729975128,500000
10,34000000,34500000,0.418864,57.328348413749694,500000
10,34500000,35000000,0.391938,56.46536214354706,500000
10,35000000,35500000,0.42839,67.74928017176819,500000
10,35500000,36000000,0.435208,56.31584492614746,500000
10,36000000,36500000,0.397092,32.78651834478379,500000
10,36500000,37000000,0.382558,29.71592799023819,500000
10,37500000,38000000,0.397256,19.449932507602693,500000
10,38000000,38500000,0.407516,24.78657693043518,500000
10,43000000,43500000,0.436838,61.26823412295532,500000
10,43500000,44000000,0.492028,73.53423453990173,500000
10,44000000,44500000,0.435678,54.97105481809997,500000
10,44500000,45000000,0.435404,53.36605372589111,500000
10,45000000,45500000,0.433246,47.33451530364227,500000
10,45500000,46000000,0.413692,37.52094884565735,500000
10,46500000,47000000,0.418706,37.14017200634384,500000
10,48500000,49000000,0.430738,38.64637244773865,500000
10,49500000,50000000,0.440882,51.69476731060029,500000
10,50000000,50500000,0.451158,44.99474590380859,500000
10,50500000,51000000,0.45403,54.84223325692749,500000
10,51500000,52000000,0.413644,53.40751388595581,500000
10,52000000,52500000,0.402908,51.90051187934876,500000
10,52500000,53000000,0.369336,45.17380279280853,500000
10,53000000,53500000,0.367134,35.840585745033266,500000
10,53500000,54000000,0.36396,53.98876972956085,500000
10,54000000,54500000,0.366648,70.53719568632508,500000
10,55000000,55500000,0.356352,28.84894103740692,500000
10,55500000,56000000,0.355706,21.818514826286314,500000
10,56000000,56500000,0.343376,19.95718221150589,500000
10,56500000,57000000,0.345552,20.2480944455719,500000
10,57000000,57500000,0.342424,20.85274348946762,500000
10,57500000,58000000,0.345298,29.95889937804413,500000
10,58000000,58500000,0.350908,31.33473775020218,500000
10,58500000,59000000,0.351098,29.243421844623565,500000
10,59000000,59500000,0.350918,25.54465289699936,500000
10,59500000,60000000,0.374956,31.236531572536467,500000
10,60500000,61000000,0.380114,24.875051544624327,500000
10,61500000,62000000,0.394704,69.37744902124024,500000
10,62000000,62500000,0.37623,63.72587030744934,500000
10,62500000,63000000,0.385606,61.80766834945679,500000
10,63000000,63500000,0.365778,56.63721397887421,500000
10,63500000,64000000,0.393912,69.15107975295257,500000
10,64500000,65000000,0.40941,40.47196351377106,500000
10,65000000,65500000,0.389786,54.45608399247742,500000
